Player,Age,Born,Pos,Nation,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Koo Ja-cheol,29.0,1989.0,MF,Korea,2.0,2.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.3,0.0,320,60,10,11,6,8,2,2,0,1,1,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,39.0,1.0,10.0,18.0,15.0,3.0,39.0,0.0,0.0,0.0,0.0,24.0,99.0,39.0,2.0,1.0,1.0,1.0,4.0,35.0,26.0,5.0,2.0,1.0,2.0,0.0,1.0,1.0,42.0,8.0,14.0,21.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
Kyle Walker,28.0,1990.0,DF,England,5.0,5.0,493.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7292,2343,109,112,165,173,67,91,1,29,3,0,0.0,3.0,5.0,0.0,2.0,0.0,1.0,0.0,62.0,12.0,5.0,434.0,40.0,210.0,234.0,23.0,0.0,427.0,6.0,7.0,6.0,0.0,312.0,1877.0,901.0,22.0,10.0,0.0,2.0,2.0,315.0,311.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,36.0,6.0,21.0,15.0,0.0,6.0,2.0,0.0,4.0,3.0,27.0,0.0
Kylian Mbappé,19.0,1998.0,FW,France,7.0,6.0,532.0,4.0,0.0,0.0,0.0,2.0,0.0,8.0,7.0,11.5,0.0,1785,478,75,97,40,48,5,13,9,7,5,1,0.0,1.0,15.0,1.0,12.0,1.0,0.0,0.0,38.0,1.0,3.0,255.0,3.0,37.0,99.0,142.0,31.0,244.0,29.0,52.0,33.0,2.0,225.0,968.0,645.0,40.0,11.0,6.0,14.0,15.0,255.0,190.0,47.0,4.0,4.0,2.0,0.0,1.0,0.0,99.0,31.0,34.0,40.0,25.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
Kári Árnason,35.0,1982.0,DF,Iceland,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737,387,5,7,13,18,9,21,1,4,2,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,10.0,67.0,13.0,40.0,17.0,11.0,4.0,64.0,0.0,0.0,0.0,0.0,30.0,163.0,95.0,2.0,0.0,0.0,1.0,0.0,40.0,28.0,4.0,3.0,3.0,0.0,0.0,1.0,2.0,26.0,7.0,18.0,6.0,2.0,3.0,1.0,0.0,2.0,1.0,8.0,0.0
Lamine Gassama,28.0,1989.0,DF,Senegal,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579,374,7,8,16,16,3,5,0,2,0,0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,43.0,1.0,20.0,23.0,4.0,0.0,35.0,2.0,3.0,2.0,0.0,23.0,150.0,80.0,3.0,0.0,0.0,0.0,2.0,17.0,15.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,15.0,14.0,10.0,3.0,2.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0
Lasse Schöne,32.0,1986.0,MF,Denmark,3.0,1.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,0.0,1994,564,38,43,52,60,13,14,0,16,1,0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,34.0,1.0,1.0,149.0,6.0,17.0,114.0,19.0,1.0,149.0,1.0,1.0,1.0,0.0,106.0,497.0,172.0,7.0,1.0,0.0,2.0,3.0,95.0,94.0,3.0,3.0,0.0,4.0,0.0,1.0,5.0,36.0,11.0,18.0,17.0,1.0,4.0,1.0,0.0,3.0,5.0,3.0,1.0
Leander Dendoncker,23.0,1995.0,DF,Belgium,1.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1171,275,22,22,36,36,6,11,0,1,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,74.0,3.0,45.0,33.0,2.0,0.0,72.0,0.0,0.0,0.0,0.0,62.0,407.0,215.0,6.0,0.0,0.0,0.0,1.0,62.0,61.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,11.0,0.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Lee Jae-sung,25.0,1992.0,MF,Korea,3.0,3.0,270.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,22.0,0.0,1588,437,41,48,32,34,14,17,4,7,2,0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,3.0,151.0,9.0,41.0,67.0,55.0,4.0,145.0,3.0,7.0,3.0,2.0,103.0,501.0,276.0,13.0,5.0,2.0,7.0,6.0,117.0,96.0,10.0,2.0,2.0,1.0,0.0,2.0,10.0,96.0,19.0,32.0,55.0,9.0,5.0,2.0,0.0,3.0,3.0,2.0,0.0
Lee Seung-woo,20.0,1998.0,MF,Korea,2.0,0.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.3,0.0,283,78,8,11,9,13,0,1,2,2,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,32.0,0.0,2.0,18.0,14.0,1.0,31.0,1.0,4.0,2.0,0.0,26.0,152.0,103.0,9.0,2.0,0.0,0.0,1.0,28.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Yong,31.0,1986.0,DF,Korea,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,29.6,0.0,1355,598,35,43,38,45,6,26,0,8,1,1,0.0,6.0,4.0,0.0,5.0,0.0,0.0,0.0,24.0,1.0,2.0,151.0,17.0,59.0,57.0,43.0,2.0,131.0,2.0,3.0,2.0,0.0,79.0,403.0,181.0,10.0,3.0,1.0,0.0,2.0,77.0,68.0,4.0,6.0,9.0,0.0,0.0,4.0,2.0,50.0,12.0,38.0,11.0,1.0,9.0,1.0,0.0,8.0,1.0,11.0,1.0
Leon Balogun,29.0,1988.0,DF,Nigeria,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,13.2,0.0,1797,587,29,33,50,64,12,29,0,3,0,0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,1.0,4.0,152.0,9.0,66.0,79.0,12.0,4.0,146.0,1.0,1.0,1.0,0.0,74.0,377.0,151.0,5.0,3.0,0.0,2.0,1.0,98.0,92.0,5.0,2.0,1.0,1.0,0.0,0.0,6.0,32.0,6.0,17.0,14.0,1.0,3.0,2.0,0.0,1.0,7.0,5.0,0.0
Leon Goretzka,23.0,1995.0,FW,Germany,1.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.5,0.0,326,71,12,13,5,5,3,4,1,2,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,29.0,0.0,2.0,12.0,17.0,5.0,29.0,1.0,1.0,1.0,0.0,20.0,111.0,25.0,3.0,0.0,1.0,2.0,0.0,29.0,24.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lionel Messi,30.0,1987.0,MF,Argentina,4.0,4.0,360.0,1.0,2.0,0.0,1.0,1.0,0.0,17.0,4.0,22.2,5.0,2616,861,83,92,61,74,15,24,9,21,9,0,0.0,5.0,18.0,0.0,5.0,0.0,0.0,0.0,21.0,0.0,4.0,267.0,0.0,6.0,117.0,174.0,22.0,254.0,21.0,28.0,22.0,2.0,251.0,1548.0,777.0,58.0,17.0,7.0,7.0,16.0,280.0,216.0,31.0,2.0,2.0,1.0,1.0,0.0,1.0,66.0,22.0,5.0,29.0,32.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
Lucas Biglia,32.0,1986.0,MF,Argentina,1.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.6,0.0,714,167,22,25,19,21,3,3,0,6,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,55.0,0.0,7.0,36.0,16.0,3.0,55.0,0.0,0.0,0.0,0.0,40.0,198.0,95.0,3.0,0.0,0.0,1.0,1.0,47.0,46.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Hernández,22.0,1996.0,DF,France,7.0,7.0,589.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,18.5,0.0,3169,1241,129,141,73,97,10,24,4,16,6,1,0.0,9.0,16.0,0.0,6.0,0.0,0.0,0.0,51.0,5.0,4.0,356.0,19.0,98.0,162.0,127.0,4.0,298.0,6.0,12.0,7.0,1.0,213.0,1051.0,613.0,32.0,16.0,0.0,4.0,10.0,214.0,196.0,13.0,3.0,7.0,2.0,2.0,5.0,9.0,127.0,35.0,91.0,27.0,9.0,12.0,0.0,0.0,12.0,7.0,12.0,0.0
Lucas Torreira,22.0,1996.0,MF,Uruguay,5.0,3.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.7,0.0,2439,590,38,46,57,64,22,37,3,12,2,0,0.0,4.0,6.0,0.0,4.0,0.0,0.0,0.0,41.0,1.0,1.0,199.0,10.0,61.0,113.0,33.0,0.0,185.0,1.0,4.0,1.0,0.0,114.0,502.0,196.0,8.0,0.0,0.0,1.0,4.0,110.0,102.0,0.0,5.0,4.0,2.0,1.0,4.0,8.0,84.0,19.0,48.0,31.0,5.0,11.0,6.0,0.0,5.0,6.0,8.0,0.0
Lucas Vázquez,26.0,1991.0,MF,Spain,2.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367,114,20,24,8,13,0,3,0,1,1,0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,56.0,2.0,8.0,9.0,39.0,2.0,54.0,2.0,4.0,3.0,0.0,38.0,110.0,59.0,3.0,0.0,0.0,3.0,0.0,51.0,44.0,7.0,1.0,2.0,0.0,0.0,1.0,2.0,26.0,5.0,7.0,10.0,9.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
Ludwig Augustinsson,24.0,1994.0,DF,Sweden,5.0,5.0,450.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,14.8,1.0,2353,1000,40,48,44,65,26,61,5,4,5,5,0.0,4.0,2.0,0.0,18.0,0.0,0.0,0.0,37.0,1.0,6.0,221.0,20.0,81.0,81.0,67.0,3.0,180.0,1.0,3.0,1.0,0.0,108.0,591.0,261.0,14.0,3.0,0.0,0.0,2.0,112.0,105.0,6.0,2.0,5.0,0.0,0.0,5.0,3.0,65.0,16.0,45.0,15.0,5.0,7.0,2.0,0.0,5.0,3.0,13.0,0.0
Luis Advíncula,28.0,1990.0,DF,Peru,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,27.3,0.0,2244,918,58,62,53,57,12,22,2,9,2,0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,21.0,1.0,0.0,182.0,12.0,53.0,86.0,52.0,3.0,163.0,7.0,8.0,8.0,2.0,125.0,561.0,296.0,10.0,1.0,1.0,3.0,2.0,119.0,110.0,6.0,9.0,9.0,2.0,2.0,6.0,0.0,46.0,16.0,32.0,12.0,2.0,4.0,1.0,0.0,3.0,4.0,7.0,0.0
Luis Muriel,27.0,1991.0,MF,Colombia,2.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.8,0.0,341,90,7,10,11,13,2,5,0,3,0,0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,43.0,0.0,9.0,20.0,18.0,2.0,43.0,1.0,4.0,1.0,0.0,25.0,101.0,51.0,3.0,2.0,0.0,2.0,2.0,46.0,26.0,9.0,1.0,2.0,0.0,0.0,1.0,2.0,13.0,1.0,0.0,7.0,6.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Luis Ovalle,29.0,1988.0,DF,Panama,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,0.0,414,286,6,12,10,16,4,8,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,1.0,46.0,5.0,19.0,23.0,5.0,0.0,37.0,0.0,0.0,0.0,0.0,13.0,44.0,24.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,2.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
Luis Suárez,31.0,1987.0,FW,Uruguay,5.0,5.0,450.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,5.0,18.3,4.0,1676,312,42,61,35,52,11,19,7,7,11,1,0.0,3.0,13.0,1.0,5.0,0.0,0.0,0.0,26.0,2.0,1.0,209.0,6.0,14.0,62.0,137.0,21.0,202.0,6.0,14.0,7.0,0.0,122.0,482.0,238.0,17.0,1.0,4.0,14.0,11.0,260.0,154.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0,62.0,22.0,4.0,30.0,28.0,5.0,1.0,0.0,4.0,4.0,5.0,0.0
Luis Tejada,36.0,1982.0,FW,Panama,2.0,0.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,250,59,8,10,6,7,1,1,0,0,0,0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,27.0,0.0,1.0,12.0,17.0,2.0,27.0,0.0,3.0,1.0,0.0,19.0,81.0,20.0,1.0,2.0,0.0,2.0,0.0,32.0,24.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,5.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Jović,20.0,1997.0,FW,Serbia,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Milivojević,27.0,1991.0,MF,Serbia,2.0,2.0,170.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1389,409,17,20,36,41,9,11,1,12,2,1,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,16.0,2.0,2.0,86.0,5.0,20.0,63.0,10.0,0.0,85.0,0.0,1.0,0.0,0.0,58.0,313.0,153.0,6.0,0.0,0.0,2.0,0.0,60.0,57.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,37.0,13.0,13.0,23.0,1.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0
Luka Modrić,32.0,1985.0,MF,Croatia,7.0,7.0,691.0,2.0,1.0,1.0,2.0,0.0,0.0,8.0,2.0,29.9,0.0,9066,2772,171,183,159,189,92,135,18,75,3,0,0.0,13.0,15.0,0.0,18.0,0.0,0.0,0.0,76.0,4.0,6.0,576.0,7.0,65.0,381.0,169.0,10.0,520.0,16.0,19.0,17.0,1.0,425.0,2651.0,1287.0,63.0,12.0,4.0,9.0,6.0,448.0,403.0,22.0,3.0,1.0,3.0,1.0,2.0,6.0,121.0,26.0,26.0,67.0,28.0,5.0,0.0,0.0,5.0,7.0,0.0,0.0
Lukas Lerager,24.0,1993.0,MF,Denmark,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M'Baye Niang,23.0,1994.0,FW,Senegal,3.0,3.0,244.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,5.0,16.5,0.0,994,201,24,32,21,32,7,18,4,3,2,0,0.0,4.0,5.0,2.0,9.0,0.0,0.0,0.0,13.0,6.0,10.0,119.0,2.0,8.0,59.0,69.0,12.0,109.0,3.0,5.0,3.0,0.0,79.0,530.0,296.0,16.0,8.0,3.0,13.0,0.0,118.0,79.0,23.0,1.0,0.0,2.0,0.0,0.0,2.0,65.0,15.0,3.0,43.0,19.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0
M'barek Boussoufa,33.0,1984.0,MF,Morocco,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,1847,387,49,55,34,43,15,25,3,5,3,2,0.0,5.0,8.0,0.0,6.0,0.0,0.0,0.0,17.0,2.0,2.0,162.0,1.0,29.0,107.0,39.0,5.0,154.0,0.0,1.0,0.0,0.0,103.0,493.0,254.0,8.0,4.0,0.0,2.0,2.0,143.0,114.0,11.0,8.0,5.0,4.0,0.0,1.0,4.0,62.0,12.0,22.0,33.0,7.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0
Maciej Rybus,28.0,1989.0,MF,Poland,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141,320,21,24,27,29,9,14,3,2,3,2,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,15.0,2.0,0.0,98.0,8.0,25.0,42.0,36.0,2.0,89.0,1.0,2.0,1.0,0.0,54.0,266.0,89.0,3.0,2.0,1.0,4.0,3.0,58.0,47.0,10.0,2.0,2.0,1.0,0.0,1.0,3.0,28.0,9.0,15.0,8.0,5.0,3.0,0.0,0.0,3.0,6.0,9.0,0.0
Majid Hosseini,21.0,1996.0,DF,Iran,3.0,2.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757,329,8,11,12,14,8,15,0,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,49.0,8.0,35.0,17.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,24.0,235.0,75.0,0.0,0.0,0.0,0.0,0.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,4.0,0.0
Makoto Hasebe,34.0,1984.0,MF,Japan,4.0,3.0,279.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25.1,0.0,3292,596,74,81,84,94,21,28,1,12,0,0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,4.0,232.0,7.0,54.0,172.0,22.0,0.0,229.0,1.0,1.0,1.0,0.0,163.0,909.0,475.0,14.0,2.0,0.0,1.0,3.0,170.0,165.0,5.0,3.0,3.0,0.0,0.0,3.0,7.0,67.0,16.0,29.0,31.0,7.0,6.0,0.0,0.0,6.0,3.0,4.0,0.0
Mame Biram Diouf,30.0,1987.0,FW,Senegal,2.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,131,36,5,6,1,2,1,1,0,0,0,0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,18.0,0.0,0.0,7.0,11.0,4.0,18.0,0.0,0.0,0.0,0.0,9.0,19.0,5.0,0.0,0.0,0.0,3.0,0.0,30.0,10.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,25.0,8.0,1.0,17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Manuel Akanji,22.0,1995.0,DF,Switzerland,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.5,0.0,5495,1720,75,84,154,161,41,53,0,19,0,0,0.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,38.0,5.0,5.0,331.0,31.0,184.0,166.0,17.0,3.0,326.0,2.0,2.0,2.0,1.0,251.0,1915.0,1200.0,31.0,5.0,0.0,0.0,0.0,249.0,245.0,1.0,5.0,1.0,4.0,1.0,0.0,5.0,41.0,21.0,31.0,7.0,3.0,7.0,2.0,0.0,5.0,5.0,8.0,0.0
Manuel Fernandes,32.0,1986.0,MF,Portugal,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,31.3,0.0,187,71,1,1,4,4,3,3,1,2,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,5.0,9.0,0.0,12.0,1.0,1.0,1.0,0.0,11.0,115.0,70.0,4.0,1.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Manuel da Costa,32.0,1986.0,DF,Morocco,3.0,2.0,189.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,24.8,0.0,1413,570,11,18,32,38,13,24,0,8,2,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,101.0,12.0,60.0,42.0,4.0,1.0,101.0,0.0,0.0,0.0,0.0,53.0,370.0,201.0,6.0,2.0,0.0,0.0,0.0,53.0,52.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,11.0,1.0,8.0,3.0,0.0,4.0,2.0,0.0,2.0,3.0,7.0,0.0
Marcelo,30.0,1988.0,DF,Brazil,4.0,4.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,27.1,0.0,4000,1663,117,131,87,107,26,40,8,30,11,3,0.0,2.0,5.0,0.0,14.0,0.0,0.0,0.0,34.0,1.0,2.0,327.0,8.0,76.0,161.0,115.0,10.0,308.0,2.0,4.0,3.0,0.0,257.0,1446.0,983.0,53.0,14.0,4.0,2.0,2.0,252.0,239.0,13.0,3.0,4.0,0.0,0.0,3.0,3.0,46.0,15.0,22.0,16.0,8.0,15.0,0.0,0.0,15.0,7.0,3.0,0.0
Marcelo Brozović,25.0,1992.0,MF,Croatia,6.0,4.0,459.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,23.8,0.0,6782,1655,117,131,138,159,62,75,6,26,2,0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,79.0,2.0,2.0,421.0,15.0,137.0,265.0,41.0,1.0,410.0,0.0,2.0,0.0,0.0,260.0,1348.0,659.0,22.0,7.0,0.0,1.0,0.0,301.0,289.0,9.0,8.0,8.0,2.0,0.0,3.0,10.0,91.0,24.0,41.0,43.0,7.0,7.0,0.0,0.0,7.0,3.0,10.0,0.0
Marco Asensio,22.0,1996.0,MF,Spain,3.0,1.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,13.1,0.0,1112,162,22,25,23,27,9,11,2,4,1,1,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,77.0,1.0,4.0,35.0,44.0,3.0,72.0,3.0,5.0,3.0,0.0,61.0,316.0,101.0,8.0,0.0,1.0,3.0,2.0,77.0,64.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,2.0,1.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Marco Fabián,28.0,1989.0,MF,Mexico,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.3,0.0,219,43,5,6,5,6,2,3,1,0,0,0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,11.0,1.0,16.0,0.0,0.0,0.0,0.0,14.0,101.0,38.0,3.0,0.0,0.0,1.0,0.0,18.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Marco Reus,29.0,1989.0,MF,Germany,3.0,2.0,211.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,17.8,0.0,1373,302,61,69,30,38,5,7,2,4,9,1,0.0,4.0,1.0,1.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,151.0,0.0,5.0,40.0,112.0,19.0,144.0,1.0,2.0,1.0,0.0,105.0,504.0,238.0,18.0,4.0,1.0,3.0,1.0,149.0,116.0,32.0,2.0,0.0,3.0,1.0,1.0,2.0,42.0,11.0,3.0,22.0,17.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Marco Ureña,28.0,1990.0,FW,Costa,2.0,2.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,16.0,0.0,247,13,8,11,2,2,3,4,0,1,0,0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,2.0,15.0,15.0,3.0,28.0,1.0,2.0,1.0,0.0,19.0,77.0,23.0,2.0,0.0,0.0,0.0,4.0,44.0,19.0,6.0,2.0,1.0,2.0,0.0,2.0,0.0,24.0,3.0,1.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Marcos Acuña,26.0,1991.0,MF,Argentina,1.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25.3,0.0,484,156,13,20,14,21,2,6,1,2,0,0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,60.0,1.0,9.0,20.0,34.0,1.0,48.0,2.0,4.0,3.0,0.0,39.0,145.0,60.0,3.0,0.0,0.0,1.0,2.0,39.0,32.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,23.0,7.0,10.0,8.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Marcos Rojo,28.0,1990.0,DF,Argentina,3.0,3.0,225.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,22.8,0.0,2384,1002,64,68,66,74,9,15,1,8,1,1,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,35.0,7.0,4.0,182.0,9.0,87.0,98.0,14.0,2.0,178.0,1.0,1.0,1.0,0.0,123.0,862.0,546.0,15.0,7.0,1.0,0.0,0.0,127.0,122.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,18.0,6.0,13.0,3.0,2.0,1.0,1.0,0.0,0.0,8.0,7.0,0.0
