Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Raheem Sterling,FW,England,26.0,1994.0,7.0,7.0,639.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,8.0,14.2,1.0,2264,409,106,119,56,65,2,8,3,6,8,1,0.0,10.0,14.0,4.0,7.0,1.0,0.0,0.0,28.0,1.0,11.0,287.0,3.0,18.0,130.0,168.0,40.0,281.0,22.0,36.0,23.0,2.0,260.0,1185.0,631.0,39.0,10.0,10.0,15.0,19.0,312.0,232.0,45.0,4.0,2.0,2.0,1.0,2.0,1.0,67.0,20.0,17.0,24.0,26.0,5.0,0.0,0.0,5.0,9.0,0.0,1.0
Vlatko Stojanovski,MF,North,23.0,1997.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.1,0.0,30,0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
John Stones,DF,England,26.0,1994.0,7.0,7.0,678.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.5,0.0,9632,2494,106,110,260,268,77,90,0,21,0,0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,49.0,21.0,14.0,527.0,62.0,244.0,301.0,16.0,7.0,521.0,2.0,2.0,2.0,0.0,392.0,2288.0,1015.0,21.0,0.0,0.0,3.0,2.0,437.0,420.0,3.0,1.0,2.0,2.0,0.0,1.0,4.0,45.0,16.0,23.0,20.0,2.0,11.0,9.0,0.0,2.0,9.0,27.0,0.0
Jens Stryger Larsen,DF,Denmark,29.0,1991.0,6.0,3.0,288.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2526,1208,62,68,51,63,21,55,7,4,5,4,0.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,22.0,4.0,7.0,215.0,11.0,56.0,97.0,73.0,4.0,165.0,1.0,1.0,1.0,0.0,122.0,633.0,350.0,17.0,5.0,0.0,2.0,2.0,137.0,120.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,23.0,9.0,13.0,8.0,2.0,5.0,1.0,0.0,4.0,4.0,11.0,0.0
Niklas Süle,DF,Germany,25.0,1995.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,61,2,2,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,6.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Tomáš Suslov,FW,Slovakia,18.0,2002.0,2.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,1,1,1,3,3,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,2.0,5.0,5.0,0.0,9.0,1.0,3.0,1.0,0.0,9.0,53.0,26.0,1.0,1.0,0.0,1.0,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gustav Svensson,MF,Sweden,33.0,1987.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karol Świderski,FW,Poland,24.0,1997.0,3.0,2.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,13.8,0.0,346,27,9,13,7,11,3,7,1,1,1,0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0,4.0,50.0,1.0,6.0,23.0,23.0,8.0,49.0,3.0,4.0,3.0,0.0,33.0,120.0,76.0,4.0,1.0,1.0,6.0,0.0,59.0,41.0,12.0,3.0,1.0,0.0,2.0,1.0,0.0,37.0,12.0,6.0,21.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Jakub Świerczok,FW,Poland,28.0,1992.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,117,11,3,3,1,1,1,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,4.0,4.0,1.0,8.0,1.0,1.0,1.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serhiy Sydorchuk,MF,Ukraine,29.0,1991.0,5.0,4.0,372.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,18.4,0.0,3012,612,70,80,73,76,20,27,1,16,0,0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,1.0,4.0,216.0,10.0,53.0,147.0,27.0,4.0,215.0,4.0,4.0,4.0,1.0,156.0,806.0,345.0,11.0,0.0,1.0,2.0,2.0,181.0,159.0,3.0,6.0,5.0,2.0,1.0,1.0,6.0,70.0,22.0,34.0,33.0,3.0,5.0,1.0,0.0,4.0,9.0,3.0,0.0
Ádám Szalai,FW,Hungary,33.0,1987.0,3.0,3.0,196.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,26.2,0.0,314,123,10,12,4,7,3,5,1,1,1,0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,81.0,5.0,27.0,42.0,16.0,4.0,81.0,4.0,5.0,4.0,0.0,63.0,161.0,73.0,2.0,0.0,0.0,13.0,16.0,92.0,56.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,40.0,10.0,15.0,16.0,9.0,2.0,0.0,0.0,2.0,3.0,5.0,0.0
Attila Szalai,DF,Hungary,23.0,1998.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128,1011,40,43,38,40,18,41,0,3,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,3.0,154.0,50.0,117.0,40.0,3.0,1.0,147.0,1.0,1.0,1.0,0.0,80.0,448.0,248.0,3.0,1.0,0.0,3.0,0.0,109.0,105.0,1.0,5.0,6.0,0.0,0.0,5.0,4.0,38.0,12.0,30.0,6.0,2.0,6.0,0.0,0.0,6.0,2.0,13.0,0.0
Marcus Thuram,MF,France,23.0,1997.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2,1,1,1,2,0,0,1,0,0,0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,4.0,1.0,6.0,1.0,2.0,1.0,0.0,6.0,78.0,68.0,2.0,1.0,1.0,1.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Youri Tielemans,MF,Belgium,23.0,1997.0,4.0,4.0,338.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,26.7,0.0,3429,795,74,82,82,93,23,29,2,15,3,1,0.0,8.0,7.0,0.0,2.0,0.0,0.0,0.0,19.0,2.0,1.0,245.0,8.0,60.0,151.0,47.0,0.0,243.0,4.0,5.0,4.0,0.0,190.0,632.0,393.0,18.0,5.0,0.0,4.0,3.0,214.0,202.0,9.0,7.0,4.0,2.0,1.0,2.0,6.0,51.0,17.0,20.0,27.0,4.0,5.0,1.0,0.0,4.0,2.0,3.0,0.0
Kieran Tierney,DF,Scotland,23.0,1997.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,1842,470,13,16,37,42,20,30,1,7,2,1,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,11.0,3.0,2.0,104.0,10.0,40.0,55.0,16.0,1.0,98.0,0.0,0.0,0.0,0.0,66.0,361.0,223.0,7.0,2.0,0.0,0.0,0.0,71.0,70.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,7.0,13.0,6.0,2.0,3.0,1.0,0.0,2.0,4.0,7.0,0.0
Jurrien Timber,DF,Netherlands,19.0,2001.0,3.0,1.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,0.0,1879,441,39,42,56,56,8,10,0,11,0,0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,130.0,10.0,40.0,78.0,23.0,2.0,125.0,2.0,4.0,2.0,1.0,98.0,446.0,251.0,8.0,3.0,0.0,2.0,1.0,91.0,89.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,28.0,9.0,10.0,13.0,5.0,2.0,1.0,0.0,1.0,3.0,5.0,0.0
Joona Toivio,DF,Finland,32.0,1988.0,3.0,3.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.8,0.0,1851,826,26,26,53,59,11,26,1,2,0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,3.0,6.0,149.0,30.0,103.0,52.0,3.0,1.0,140.0,0.0,0.0,0.0,0.0,79.0,347.0,224.0,3.0,1.0,0.0,0.0,0.0,89.0,87.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,31.0,12.0,23.0,7.0,1.0,6.0,2.0,0.0,4.0,4.0,21.0,0.0
Dorukhan Toköz,MF,Turkey,24.0,1996.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,18,3,4,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Corentin Tolisso,FW,France,26.0,1994.0,3.0,1.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,0.0,1160,185,24,24,22,23,12,13,1,4,1,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,70.0,2.0,7.0,53.0,13.0,0.0,69.0,0.0,0.0,0.0,0.0,53.0,186.0,61.0,2.0,1.0,0.0,1.0,2.0,63.0,58.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,16.0,4.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Rafael Tolói,DF,Italy,30.0,1990.0,4.0,1.0,159.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,16.6,0.0,1517,485,28,30,41,47,9,15,2,11,0,0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,2.0,106.0,3.0,21.0,62.0,26.0,4.0,88.0,0.0,0.0,0.0,0.0,60.0,226.0,124.0,6.0,2.0,0.0,0.0,2.0,70.0,70.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,21.0,7.0,10.0,5.0,6.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
Ferrán Torres,FW,Spain,20.0,2000.0,6.0,4.0,366.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,16.3,0.0,1798,401,68,79,35,43,9,19,4,4,9,6,0.0,5.0,9.0,3.0,13.0,0.0,0.0,0.0,16.0,3.0,5.0,201.0,4.0,12.0,80.0,120.0,11.0,200.0,4.0,10.0,4.0,0.0,163.0,694.0,392.0,25.0,5.0,0.0,6.0,10.0,219.0,167.0,23.0,2.0,1.0,1.0,1.0,0.0,2.0,47.0,12.0,6.0,18.0,23.0,7.0,0.0,0.0,7.0,4.0,0.0,0.0
Pau Torres,DF,Spain,24.0,1997.0,6.0,3.0,374.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,14.2,0.0,8909,2384,106,110,227,236,72,83,2,34,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,11.0,11.0,464.0,35.0,152.0,329.0,17.0,3.0,448.0,1.0,1.0,1.0,0.0,352.0,2146.0,1431.0,53.0,7.0,0.0,0.0,4.0,381.0,376.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,22.0,11.0,9.0,12.0,1.0,3.0,2.0,0.0,1.0,4.0,11.0,1.0
Aleksandar Trajkovski,FW,North,28.0,1992.0,3.0,2.0,174.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,26.1,0.0,887,135,25,29,17,21,5,5,3,3,3,1,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,3.0,89.0,0.0,11.0,46.0,39.0,6.0,85.0,2.0,7.0,2.0,0.0,78.0,405.0,185.0,9.0,1.0,1.0,5.0,7.0,91.0,72.0,13.0,1.0,1.0,0.0,0.0,0.0,2.0,29.0,9.0,6.0,14.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Adama Traoré,DF,Spain,25.0,1996.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262,18,7,7,5,5,2,3,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,1.0,2.0,5.0,14.0,5.0,18.0,2.0,5.0,2.0,0.0,19.0,102.0,89.0,4.0,0.0,1.0,0.0,0.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Tričkovski,FW,North,33.0,1987.0,3.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,26,7,8,6,8,1,1,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,24.0,1.0,4.0,18.0,7.0,0.0,24.0,0.0,0.0,0.0,0.0,16.0,112.0,71.0,3.0,3.0,0.0,1.0,2.0,26.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
Christopher Trimmel,DF,Austria,33.0,1987.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,14,0,0,1,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Kieran Trippier,DF,England,30.0,1990.0,5.0,3.0,291.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.6,1.0,2829,1049,59,62,63,79,21,45,5,11,5,2,0.0,4.0,1.0,2.0,7.0,0.0,0.0,0.0,11.0,1.0,5.0,213.0,4.0,44.0,108.0,66.0,2.0,173.0,1.0,2.0,1.0,0.0,126.0,317.0,171.0,7.0,0.0,1.0,0.0,0.0,154.0,137.0,5.0,3.0,0.0,1.0,3.0,3.0,6.0,53.0,12.0,16.0,26.0,11.0,6.0,1.0,0.0,5.0,6.0,4.0,0.0
Leandro Trossard,DF,Belgium,26.0,1994.0,1.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.3,0.0,818,221,24,25,20,22,3,5,0,3,3,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,69.0,1.0,23.0,23.0,28.0,3.0,60.0,0.0,0.0,0.0,0.0,41.0,296.0,192.0,2.0,1.0,1.0,1.0,0.0,40.0,40.0,1.0,3.0,5.0,1.0,0.0,3.0,0.0,19.0,4.0,3.0,11.0,5.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0
Viktor Tsyhankov,FW,Ukraine,23.0,1997.0,4.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,840,146,33,40,17,21,4,6,2,2,2,0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,11.0,2.0,3.0,86.0,2.0,5.0,48.0,43.0,7.0,83.0,0.0,1.0,0.0,1.0,67.0,391.0,215.0,16.0,7.0,3.0,4.0,1.0,87.0,69.0,17.0,1.0,0.0,1.0,0.0,1.0,1.0,29.0,5.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ozan Tufan,MF,Turkey,25.0,1995.0,3.0,3.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.9,0.0,1301,408,35,37,30,35,8,8,1,11,2,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,2.0,98.0,2.0,18.0,71.0,12.0,1.0,98.0,1.0,2.0,1.0,0.0,76.0,334.0,169.0,11.0,1.0,0.0,1.0,3.0,79.0,72.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,46.0,10.0,17.0,25.0,4.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0
Andreas Ulmer,DF,Austria,35.0,1985.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932,191,32,40,24,31,3,7,0,1,1,0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,10.0,1.0,3.0,99.0,3.0,15.0,44.0,48.0,3.0,89.0,3.0,3.0,3.0,1.0,72.0,301.0,172.0,6.0,2.0,1.0,2.0,3.0,81.0,69.0,10.0,3.0,2.0,1.0,0.0,2.0,4.0,22.0,10.0,3.0,8.0,11.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0
Cengiz Ünder,MF,Turkey,23.0,1997.0,3.0,2.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,18.9,0.0,1025,300,27,32,17,19,8,14,6,4,5,2,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,14.0,1.0,6.0,102.0,3.0,12.0,44.0,54.0,11.0,97.0,6.0,9.0,7.0,0.0,80.0,412.0,275.0,17.0,4.0,4.0,4.0,2.0,93.0,71.0,9.0,1.0,3.0,0.0,0.0,1.0,3.0,52.0,8.0,11.0,27.0,14.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0
Jere Uronen,DF,Finland,26.0,1994.0,3.0,3.0,249.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380,508,45,49,28,36,8,15,4,3,6,3,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,14.0,5.0,4.0,138.0,18.0,49.0,52.0,40.0,2.0,128.0,1.0,3.0,1.0,0.0,79.0,251.0,117.0,6.0,1.0,1.0,3.0,1.0,100.0,83.0,2.0,3.0,3.0,0.0,2.0,3.0,2.0,57.0,16.0,32.0,16.0,9.0,6.0,0.0,0.0,6.0,5.0,14.0,0.0
Leo Väisänen,DF,Finland,23.0,1997.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hans Vanaken,MF,Belgium,28.0,1992.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,5,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raphaël Varane,DF,France,27.0,1993.0,4.0,4.0,390.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,6045,1638,43,43,169,174,46,57,1,31,2,0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,3.0,319.0,36.0,136.0,200.0,9.0,2.0,312.0,1.0,1.0,1.0,0.0,233.0,1353.0,750.0,20.0,3.0,0.0,0.0,1.0,240.0,239.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0,32.0,11.0,20.0,12.0,0.0,7.0,3.0,0.0,4.0,6.0,19.0,0.0
Kevin Varga,FW,Hungary,24.0,1996.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,14,3,3,1,2,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,3.0,7.0,1.0,1.0,8.0,0.0,1.0,1.0,0.0,3.0,10.0,3.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Roland Varga,MF,Hungary,31.0,1990.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,7,0,0,1,1,0,2,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruben Vargas,FW,Switzerland,22.0,1998.0,4.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,689,182,26,29,15,18,4,11,2,2,1,0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,11.0,1.0,2.0,93.0,6.0,23.0,36.0,42.0,8.0,89.0,1.0,6.0,1.0,1.0,64.0,382.0,190.0,10.0,1.0,4.0,6.0,5.0,76.0,58.0,7.0,2.0,3.0,0.0,1.0,1.0,2.0,31.0,11.0,11.0,13.0,7.0,2.0,0.0,0.0,2.0,8.0,5.0,0.0
Darko Velkovski,DF,North,25.0,1995.0,3.0,3.0,264.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2326,835,25,26,53,59,22,30,0,4,0,0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,2.0,154.0,19.0,93.0,65.0,2.0,1.0,146.0,1.0,1.0,1.0,0.0,82.0,313.0,150.0,3.0,0.0,0.0,2.0,0.0,95.0,89.0,0.0,6.0,7.0,5.0,0.0,4.0,5.0,49.0,16.0,34.0,15.0,0.0,6.0,5.0,0.0,1.0,3.0,11.0,0.0
Joël Veltman,DF,Netherlands,29.0,1992.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,94,1,2,3,3,3,3,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,4.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Vermaelen,DF,Belgium,35.0,1985.0,5.0,3.0,285.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,3480,848,45,49,103,105,22,24,0,17,1,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,4.0,217.0,22.0,77.0,133.0,20.0,2.0,212.0,0.0,1.0,0.0,0.0,141.0,764.0,336.0,15.0,7.0,0.0,0.0,0.0,148.0,147.0,2.0,7.0,7.0,3.0,0.0,4.0,0.0,28.0,14.0,19.0,6.0,3.0,7.0,6.0,0.0,1.0,5.0,12.0,0.0
Marco Verratti,MF,Italy,28.0,1992.0,5.0,5.0,397.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,17.2,0.0,6696,1512,200,207,156,162,35,42,14,33,5,1,0.0,8.0,13.0,0.0,3.0,0.0,0.0,0.0,37.0,4.0,2.0,480.0,9.0,78.0,289.0,146.0,11.0,460.0,5.0,9.0,5.0,0.0,384.0,1578.0,911.0,47.0,19.0,3.0,7.0,10.0,402.0,386.0,11.0,11.0,8.0,9.0,0.0,5.0,7.0,76.0,26.0,23.0,29.0,24.0,5.0,1.0,0.0,4.0,7.0,4.0,0.0
Jan Vertonghen,DF,Belgium,33.0,1987.0,4.0,4.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5778,2274,102,105,136,149,44,54,3,18,1,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,13.0,6.0,339.0,41.0,165.0,178.0,6.0,2.0,332.0,2.0,2.0,2.0,0.0,245.0,898.0,389.0,11.0,1.0,0.0,0.0,0.0,269.0,264.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,21.0,5.0,16.0,5.0,0.0,6.0,2.0,0.0,4.0,2.0,19.0,0.0
