Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Jules Koundé,DF,France,22.0,1998.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,289,24,27,14,15,3,6,0,3,1,0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,55.0,1.0,12.0,30.0,15.0,0.0,49.0,0.0,0.0,0.0,0.0,37.0,112.0,68.0,6.0,2.0,0.0,1.0,0.0,44.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0
Mateo Kovačić,MF,Croatia,26.0,1994.0,4.0,4.0,338.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,24.8,0.0,3477,784,83,91,86,90,18,26,4,12,2,0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,250.0,8.0,52.0,171.0,53.0,4.0,241.0,11.0,14.0,12.0,0.0,207.0,1335.0,757.0,26.0,10.0,2.0,4.0,5.0,214.0,199.0,6.0,5.0,4.0,1.0,0.0,2.0,1.0,81.0,19.0,26.0,49.0,6.0,1.0,0.0,0.0,1.0,6.0,4.0,0.0
Kacper Kozłowski,FW,Poland,17.0,2003.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,99,7,7,6,7,2,2,0,1,0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,28.0,0.0,9.0,15.0,9.0,1.0,28.0,2.0,5.0,2.0,0.0,19.0,113.0,83.0,3.0,1.0,0.0,2.0,0.0,18.0,18.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,15.0,4.0,3.0,9.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0
Emil Krafth,DF,Sweden,26.0,1994.0,4.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,362,114,5,6,9,14,3,8,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,41.0,10.0,22.0,15.0,7.0,0.0,34.0,0.0,0.0,0.0,0.0,15.0,31.0,13.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,2.0,0.0,5.0,1.0
Alex Král,MF,Czech,22.0,1998.0,4.0,1.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,819,181,22,28,16,23,7,14,0,4,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,4.0,87.0,1.0,15.0,56.0,22.0,1.0,87.0,0.0,1.0,0.0,0.0,52.0,270.0,131.0,6.0,2.0,0.0,0.0,3.0,74.0,56.0,2.0,1.0,0.0,4.0,1.0,1.0,5.0,55.0,14.0,15.0,31.0,9.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0
Andrej Kramarić,FW,Croatia,29.0,1991.0,4.0,2.0,226.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,18.9,0.0,874,93,31,32,13,16,9,10,2,2,2,1,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,7.0,1.0,2.0,90.0,3.0,11.0,49.0,36.0,8.0,83.0,3.0,3.0,3.0,0.0,59.0,381.0,214.0,9.0,2.0,2.0,9.0,6.0,96.0,70.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,53.0,11.0,10.0,25.0,18.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
Michal Krmenčík,FW,Czech,27.0,1993.0,4.0,0.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,15.3,0.0,107,25,4,6,3,3,0,0,1,1,0,0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,20.0,0.0,0.0,9.0,11.0,7.0,20.0,0.0,0.0,0.0,0.0,12.0,30.0,21.0,2.0,0.0,0.0,2.0,0.0,51.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toni Kroos,MF,Germany,31.0,1990.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.3,2.0,7791,2390,109,116,158,169,78,99,6,64,5,0,0.0,8.0,8.0,0.0,5.0,0.0,0.0,0.0,24.0,0.0,4.0,439.0,3.0,58.0,309.0,104.0,7.0,407.0,2.0,4.0,2.0,0.0,329.0,1453.0,738.0,43.0,17.0,2.0,3.0,4.0,352.0,343.0,11.0,11.0,8.0,5.0,2.0,5.0,9.0,78.0,24.0,23.0,44.0,11.0,6.0,0.0,0.0,6.0,13.0,3.0,0.0
Grzegorz Krychowiak,MF,Poland,31.0,1990.0,2.0,2.0,138.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,27.0,0.0,1133,345,32,37,27,36,5,11,0,6,2,0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,17.0,4.0,3.0,102.0,5.0,18.0,64.0,23.0,3.0,101.0,0.0,1.0,0.0,0.0,62.0,251.0,111.0,4.0,1.0,0.0,1.0,1.0,70.0,69.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,22.0,7.0,5.0,7.0,10.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0
Serhiy Kryvtsov,DF,Ukraine,29.0,1991.0,2.0,2.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2334,288,16,17,55,55,26,29,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,116.0,13.0,64.0,56.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,90.0,437.0,184.0,2.0,0.0,0.0,0.0,0.0,96.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,0.0
Juraj Kucka,MF,Slovakia,33.0,1987.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,19.3,0.0,1604,355,44,53,24,31,15,21,1,6,1,0,0.0,11.0,8.0,2.0,0.0,0.0,0.0,1.0,21.0,14.0,5.0,166.0,9.0,58.0,94.0,24.0,6.0,161.0,2.0,5.0,3.0,0.0,85.0,386.0,233.0,8.0,2.0,0.0,4.0,4.0,121.0,101.0,1.0,5.0,5.0,2.0,0.0,2.0,10.0,89.0,26.0,47.0,36.0,6.0,6.0,2.0,0.0,4.0,7.0,10.0,0.0
Fyodor Kudryashov,DF,Russia,33.0,1987.0,1.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,301,206,6,7,11,14,0,3,0,1,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,34.0,5.0,16.0,13.0,5.0,0.0,27.0,0.0,0.0,0.0,0.0,11.0,32.0,10.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,6.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0
Dejan Kulusevski,FW,Sweden,20.0,2000.0,2.0,1.0,132.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,13.5,0.0,455,120,24,27,10,13,0,0,5,0,2,0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,66.0,0.0,2.0,17.0,50.0,13.0,65.0,1.0,5.0,2.0,0.0,40.0,236.0,158.0,11.0,2.0,4.0,4.0,6.0,88.0,54.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,1.0,8.0,19.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Daler Kuzyaev,DF,Russia,28.0,1993.0,3.0,3.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.3,0.0,1492,397,38,41,39,44,7,12,1,5,3,2,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,14.0,5.0,2.0,119.0,5.0,23.0,63.0,44.0,7.0,111.0,6.0,8.0,6.0,0.0,88.0,441.0,229.0,9.0,4.0,2.0,3.0,2.0,92.0,84.0,7.0,3.0,5.0,0.0,0.0,2.0,2.0,23.0,8.0,16.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Konrad Laimer,FW,Austria,23.0,1997.0,4.0,4.0,333.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,17.0,0.0,1256,301,47,55,27,29,6,19,3,7,3,0,0.0,10.0,2.0,0.0,4.0,0.0,0.0,0.0,23.0,1.0,3.0,152.0,4.0,29.0,80.0,58.0,8.0,150.0,4.0,8.0,4.0,1.0,112.0,679.0,424.0,15.0,9.0,1.0,5.0,9.0,130.0,105.0,20.0,6.0,7.0,4.0,0.0,1.0,13.0,151.0,48.0,46.0,71.0,34.0,5.0,0.0,0.0,5.0,2.0,2.0,0.0
Stefan Lainer,DF,Austria,28.0,1992.0,4.0,4.0,383.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,13.2,0.0,2915,1250,93,112,66,79,15,34,0,8,2,2,0.0,4.0,8.0,1.0,13.0,0.0,0.0,0.0,26.0,8.0,8.0,312.0,18.0,99.0,131.0,98.0,13.0,262.0,3.0,8.0,3.0,0.0,166.0,623.0,344.0,17.0,7.0,3.0,8.0,4.0,188.0,170.0,12.0,6.0,7.0,4.0,0.0,8.0,2.0,80.0,35.0,33.0,29.0,18.0,18.0,2.0,0.0,16.0,12.0,19.0,1.0
Aymeric Laporte,DF,Spain,26.0,1994.0,6.0,6.0,630.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,17.5,0.0,14612,4293,126,129,387,399,122,141,1,64,2,0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,47.0,13.0,4.0,723.0,63.0,268.0,491.0,18.0,3.0,709.0,2.0,3.0,2.0,0.0,555.0,3527.0,2386.0,83.0,7.0,0.0,1.0,0.0,618.0,609.0,2.0,4.0,2.0,3.0,0.0,3.0,2.0,37.0,16.0,14.0,20.0,3.0,2.0,2.0,0.0,0.0,8.0,25.0,0.0
Lassi Lappalainen,FW,Finland,22.0,1998.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,4,3,4,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,6.0,55.0,46.0,0.0,1.0,0.0,1.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Seb Larsson,MF,Sweden,35.0,1985.0,4.0,4.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,29.0,1.0,1897,485,44,51,37,47,16,31,3,14,4,1,0.0,5.0,2.0,2.0,8.0,0.0,0.0,0.0,26.0,5.0,3.0,177.0,15.0,42.0,79.0,64.0,4.0,156.0,1.0,2.0,1.0,0.0,82.0,332.0,122.0,8.0,3.0,2.0,1.0,2.0,124.0,94.0,7.0,4.0,4.0,2.0,2.0,3.0,5.0,66.0,15.0,18.0,35.0,13.0,10.0,1.0,0.0,9.0,7.0,8.0,0.0
Valentino Lazaro,FW,Austria,24.0,1996.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,94,6,6,4,5,3,3,2,2,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,0.0,1.0,6.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,58.0,15.0,1.0,0.0,0.0,1.0,0.0,20.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Thomas Lemar,FW,France,25.0,1995.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,26,3,3,2,2,1,2,1,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,47.0,26.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clément Lenglet,DF,France,25.0,1995.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,232,15,16,16,16,8,8,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,50.0,7.0,21.0,33.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,31.0,214.0,154.0,7.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0
Dylan Levitt,MF,Wales,20.0,2000.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Robert Lewandowski,FW,Poland,32.0,1988.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0,4.0,14.1,1.0,790,185,19,27,19,23,5,10,3,4,3,0,0.0,5.0,3.0,0.0,5.0,0.0,0.0,0.0,14.0,12.0,21.0,102.0,3.0,8.0,43.0,58.0,20.0,98.0,0.0,1.0,0.0,0.0,55.0,458.0,256.0,11.0,5.0,1.0,11.0,0.0,113.0,73.0,16.0,1.0,0.0,1.0,1.0,1.0,1.0,39.0,16.0,1.0,11.0,27.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0
Philipp Lienhart,DF,Austria,24.0,1996.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786,202,13,14,17,18,7,9,0,3,0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,44.0,2.0,23.0,25.0,5.0,0.0,43.0,0.0,0.0,0.0,0.0,33.0,286.0,168.0,6.0,3.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Matthijs de Ligt,DF,Netherlands,21.0,1999.0,3.0,3.0,231.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,12.0,0.0,2687,606,28,29,69,73,22,25,0,3,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,161.0,26.0,94.0,73.0,4.0,3.0,156.0,1.0,1.0,1.0,0.0,103.0,561.0,299.0,4.0,0.0,0.0,1.0,1.0,111.0,107.0,0.0,3.0,4.0,4.0,0.0,3.0,0.0,41.0,12.0,17.0,22.0,2.0,4.0,2.0,0.0,2.0,2.0,14.0,0.0
Victor Lindelöf,DF,Sweden,26.0,1994.0,4.0,4.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4070,1416,52,57,101,106,34,47,1,13,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,17.0,9.0,258.0,40.0,123.0,141.0,17.0,3.0,243.0,2.0,2.0,2.0,0.0,165.0,1482.0,756.0,15.0,1.0,0.0,2.0,1.0,173.0,170.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,7.0,9.0,10.0,1.0,6.0,4.0,0.0,2.0,8.0,26.0,0.0
Karol Linetty,MF,Poland,25.0,1995.0,2.0,1.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,14.1,0.0,425,99,13,18,11,12,2,2,2,3,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,45.0,1.0,5.0,18.0,27.0,4.0,45.0,2.0,2.0,2.0,0.0,29.0,185.0,115.0,10.0,4.0,0.0,4.0,0.0,39.0,32.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,21.0,5.0,9.0,5.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Marcos Llorente,DF,Spain,26.0,1995.0,4.0,2.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,12.7,0.0,3790,1072,122,129,96,105,15,19,5,18,7,2,0.0,5.0,2.0,0.0,13.0,0.0,0.0,0.0,33.0,1.0,1.0,292.0,4.0,43.0,135.0,148.0,14.0,272.0,2.0,7.0,4.0,0.0,231.0,1129.0,721.0,30.0,19.0,1.0,2.0,4.0,239.0,228.0,18.0,2.0,1.0,2.0,0.0,3.0,2.0,28.0,13.0,10.0,7.0,11.0,3.0,1.0,1.0,2.0,0.0,3.0,0.0
Stanislav Lobotka,MF,Slovakia,26.0,1994.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428,65,10,10,8,9,3,3,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,16.0,0.0,0.0,25.0,1.0,1.0,1.0,0.0,22.0,117.0,22.0,0.0,0.0,0.0,0.0,1.0,25.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,9.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Manuel Locatelli,MF,Italy,23.0,1998.0,5.0,2.0,273.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,17.9,0.0,2334,572,59,64,43,50,21,25,3,15,0,0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,5.0,6.0,168.0,7.0,21.0,95.0,58.0,7.0,165.0,1.0,2.0,1.0,0.0,106.0,361.0,193.0,11.0,3.0,0.0,2.0,1.0,150.0,128.0,8.0,4.0,2.0,4.0,2.0,3.0,2.0,59.0,13.0,20.0,28.0,11.0,2.0,0.0,0.0,2.0,2.0,9.0,0.0
Robin Lod,MF,Finland,27.0,1993.0,3.0,3.0,269.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,19.8,0.0,1330,329,39,46,39,45,4,7,3,4,3,0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,21.0,2.0,6.0,146.0,6.0,40.0,71.0,46.0,4.0,138.0,1.0,9.0,3.0,1.0,101.0,465.0,216.0,5.0,5.0,2.0,4.0,10.0,117.0,95.0,14.0,7.0,8.0,2.0,0.0,4.0,9.0,95.0,18.0,46.0,43.0,6.0,4.0,0.0,0.0,4.0,1.0,6.0,0.0
Dejan Lovren,DF,Croatia,31.0,1989.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,27.0,1.0,2316,621,23,23,52,57,25,33,0,2,0,0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,11.0,5.0,140.0,31.0,91.0,59.0,1.0,0.0,135.0,0.0,0.0,0.0,0.0,83.0,368.0,188.0,3.0,0.0,0.0,1.0,1.0,95.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,17.0,0.0
Gergő Lovrencsics,DF,Hungary,32.0,1988.0,3.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643,345,8,12,11,15,8,14,1,2,2,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,53.0,4.0,23.0,23.0,7.0,0.0,41.0,0.0,0.0,0.0,0.0,25.0,106.0,42.0,3.0,0.0,0.0,2.0,0.0,27.0,25.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,20.0,7.0,12.0,8.0,0.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0
José Luis Gayà,DF,Spain,25.0,1995.0,1.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,21.2,0.0,866,174,17,17,24,26,4,6,0,2,1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,55.0,1.0,10.0,32.0,15.0,2.0,50.0,0.0,0.0,0.0,0.0,39.0,120.0,39.0,3.0,1.0,1.0,0.0,0.0,48.0,45.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,4.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Romelu Lukaku,FW,Belgium,27.0,1993.0,5.0,5.0,443.0,4.0,0.0,1.0,1.0,0.0,0.0,12.0,5.0,16.4,1.0,769,108,29,37,15,23,4,8,3,2,4,0,0.0,7.0,5.0,5.0,3.0,0.0,0.0,0.0,13.0,9.0,5.0,133.0,3.0,6.0,60.0,78.0,27.0,124.0,9.0,15.0,9.0,0.0,101.0,410.0,260.0,11.0,4.0,6.0,16.0,14.0,235.0,106.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,8.0,10.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
Mikael Lustig,DF,Sweden,34.0,1986.0,4.0,4.0,313.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.8,0.0,2502,788,39,45,62,80,20,40,1,9,2,1,0.0,3.0,5.0,0.0,6.0,0.0,0.0,0.0,26.0,10.0,12.0,207.0,18.0,60.0,111.0,48.0,8.0,185.0,1.0,1.0,1.0,0.0,116.0,509.0,199.0,6.0,2.0,0.0,2.0,1.0,141.0,125.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,22.0,3.0,9.0,9.0,4.0,7.0,4.0,0.0,3.0,2.0,17.0,0.0
Harry Maguire,DF,England,27.0,1993.0,5.0,5.0,510.0,1.0,0.0,0.0,0.0,3.0,0.0,8.0,4.0,8.8,0.0,7540,2156,68,73,208,220,56,71,1,36,2,0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,3.0,426.0,44.0,203.0,243.0,20.0,13.0,415.0,1.0,1.0,1.0,0.0,299.0,1982.0,1113.0,27.0,5.0,0.0,3.0,0.0,329.0,322.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,25.0,9.0,16.0,8.0,1.0,6.0,2.0,0.0,4.0,10.0,26.0,0.0
Róbert Mak,FW,Slovakia,29.0,1991.0,3.0,3.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,847,187,36,41,9,9,6,11,1,5,0,0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,5.0,87.0,2.0,15.0,47.0,30.0,6.0,80.0,4.0,7.0,4.0,1.0,66.0,363.0,163.0,8.0,1.0,3.0,5.0,3.0,88.0,66.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,56.0,8.0,19.0,19.0,18.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0
Yevhen Makarenko,MF,Ukraine,29.0,1991.0,2.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,0.0,963,227,15,15,21,22,9,9,0,7,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,58.0,4.0,15.0,37.0,10.0,0.0,58.0,2.0,2.0,2.0,0.0,46.0,267.0,104.0,4.0,3.0,0.0,0.0,0.0,44.0,44.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Donyell Malen,FW,Netherlands,22.0,1999.0,4.0,2.0,149.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,18.8,0.0,630,123,29,33,14,17,1,2,5,1,2,0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,5.0,75.0,0.0,3.0,35.0,49.0,11.0,73.0,2.0,5.0,2.0,0.0,56.0,338.0,204.0,7.0,4.0,3.0,4.0,5.0,93.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,4.0,3.0,5.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Ruslan Malinovskyi,MF,Ukraine,27.0,1993.0,4.0,3.0,284.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,3.0,26.3,3.0,2031,609,41,45,40,51,17,24,9,9,7,0,0.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,12.0,4.0,4.0,168.0,4.0,26.0,80.0,76.0,9.0,155.0,4.0,7.0,4.0,2.0,119.0,729.0,437.0,19.0,10.0,0.0,7.0,9.0,148.0,126.0,13.0,2.0,2.0,2.0,0.0,2.0,4.0,76.0,22.0,26.0,36.0,14.0,6.0,1.0,0.0,5.0,3.0,0.0,0.0
Marlos,FW,Ukraine,32.0,1988.0,2.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,60,13,15,9,9,1,4,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,39.0,2.0,9.0,17.0,18.0,1.0,38.0,0.0,1.0,0.0,0.0,23.0,190.0,138.0,5.0,2.0,1.0,0.0,1.0,36.0,28.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,13.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Lukáš Masopust,FW,Czech,27.0,1993.0,5.0,5.0,319.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,20.8,0.0,1252,295,51,57,24,30,5,10,3,3,4,1,0.0,6.0,3.0,2.0,7.0,0.0,0.0,0.0,19.0,2.0,8.0,156.0,8.0,26.0,62.0,71.0,7.0,153.0,4.0,8.0,5.0,1.0,110.0,487.0,275.0,10.0,2.0,2.0,9.0,4.0,154.0,106.0,19.0,4.0,1.0,2.0,3.0,2.0,3.0,79.0,18.0,18.0,31.0,30.0,7.0,2.0,0.0,5.0,5.0,3.0,0.0
