Player,Age,Born,Pos,Nation,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Radamel Falcao,32.0,1986.0,FW,Colombia,4.0,4.0,375.0,1.0,8.0,4.0,14.6,0.0,0.0,0.0,86.0,107.0,1125.0,112.0,59.0,67.0,17.0,25.0,5.0,5.0,0.0,1.0,8.0,0.0,0.0,6.0,1.0,0.0,0.0,7.0,9.0,4.0,2.0,0.0,0.0,0.0,9.0,14.0,22.0,153.0,4.0,8.0,85.0,62.0,12.0,153.0,7.0,5.0,2.0,98.0,388.0,102.0,6.0,4.0,3.0,22.0,14.0,133.0,29.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
Rafael Márquez,39.0,1979.0,MF,Mexico,3.0,1.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,44.0,778.0,126.0,15.0,19.0,12.0,13.0,10.0,12.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,56.0,4.0,17.0,37.0,2.0,0.0,56.0,1.0,1.0,0.0,25.0,78.0,38.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0
Rafał Kurzawa,25.0,1993.0,FW,Poland,1.0,1.0,79.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,35.0,378.0,168.0,12.0,14.0,10.0,14.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,3.0,45.0,2.0,8.0,25.0,12.0,1.0,45.0,1.0,1.0,0.0,22.0,92.0,40.0,2.0,2.0,0.0,1.0,2.0,29.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0
Ragnar Sigurðsson,31.0,1986.0,DF,Iceland,3.0,3.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,51.0,636.0,375.0,15.0,21.0,15.0,18.0,4.0,12.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,77.0,15.0,43.0,30.0,4.0,1.0,77.0,0.0,0.0,0.0,27.0,102.0,63.0,1.0,0.0,0.0,0.0,0.0,24.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,3.0,1.0,5.0,3.0,2.0,7.0,10.0,0.0
Raheem Sterling,23.0,1994.0,FW,England,6.0,6.0,451.0,0.0,10.0,1.0,17.2,0.0,0.0,0.0,119.0,141.0,1151.0,170.0,73.0,77.0,22.0,29.0,1.0,2.0,1.0,7.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,10.0,8.0,3.0,3.0,0.0,0.0,0.0,14.0,3.0,6.0,187.0,0.0,3.0,88.0,99.0,21.0,187.0,16.0,8.0,8.0,160.0,803.0,417.0,14.0,11.0,6.0,9.0,15.0,167.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0
Ramadan Sobhi,21.0,1997.0,FW,Egypt,3.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,278.0,77.0,10.0,14.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,30.0,1.0,2.0,12.0,17.0,3.0,30.0,1.0,1.0,0.0,19.0,191.0,123.0,6.0,3.0,2.0,1.0,3.0,24.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rami Bedoui,28.0,1990.0,DF,Tunisia,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,86.0,1590.0,541.0,16.0,20.0,43.0,46.0,12.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,90.0,1.0,41.0,47.0,2.0,2.0,90.0,1.0,1.0,0.0,44.0,204.0,132.0,1.0,0.0,0.0,0.0,1.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ramin Rezaeian,28.0,1990.0,DF,IR,3.0,3.0,270.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,54.0,98.0,1083.0,615.0,20.0,28.0,24.0,36.0,10.0,31.0,0.0,2.0,7.0,3.0,2.0,7.0,0.0,0.0,0.0,4.0,3.0,0.0,8.0,0.0,0.0,0.0,16.0,2.0,2.0,123.0,14.0,67.0,51.0,10.0,0.0,123.0,2.0,2.0,0.0,43.0,198.0,126.0,0.0,1.0,0.0,2.0,0.0,39.0,2.0,9.0,5.0,7.0,2.0,0.0,5.0,10.0,5.0,2.0,1.0,1.0,1.0,12.0,0.0
Randall Azofeifa,33.0,1984.0,MF,Costa,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raphaël Guerreiro,24.0,1993.0,DF,Portugal,4.0,4.0,360.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,202.0,263.0,2731.0,1101.0,137.0,156.0,48.0,59.0,9.0,26.0,1.0,5.0,17.0,7.0,4.0,21.0,1.0,0.0,0.0,6.0,5.0,0.0,21.0,0.0,0.0,0.0,18.0,7.0,6.0,305.0,7.0,70.0,143.0,95.0,2.0,305.0,11.0,8.0,3.0,152.0,890.0,541.0,12.0,9.0,1.0,4.0,1.0,190.0,27.0,7.0,3.0,3.0,3.0,1.0,3.0,8.0,5.0,7.0,0.0,7.0,4.0,9.0,0.0
Raphaël Varane,25.0,1993.0,DF,France,7.0,7.0,630.0,1.0,4.0,1.0,11.6,0.0,0.0,0.0,292.0,334.0,6472.0,2366.0,85.0,92.0,133.0,145.0,72.0,91.0,0.0,0.0,31.0,2.0,0.0,25.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,27.0,10.0,397.0,39.0,177.0,212.0,11.0,4.0,397.0,2.0,2.0,0.0,229.0,1283.0,698.0,1.0,3.0,0.0,2.0,3.0,235.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,5.0,44.0,0.0
Raúl Jiménez,27.0,1991.0,FW,Mexico,2.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,153.0,85.0,6.0,11.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,26.0,0.0,3.0,17.0,6.0,1.0,26.0,0.0,0.0,0.0,14.0,86.0,67.0,1.0,2.0,0.0,4.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Raúl Ruidíaz,27.0,1990.0,FW,Peru,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,43.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Augusto,30.0,1988.0,MF,Brazil,3.0,0.0,53.0,1.0,3.0,1.0,13.6,0.0,0.0,0.0,40.0,46.0,488.0,145.0,28.0,31.0,9.0,10.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,55.0,0.0,4.0,35.0,16.0,3.0,55.0,1.0,1.0,0.0,36.0,188.0,138.0,4.0,2.0,0.0,2.0,1.0,47.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Renato Tapia,22.0,1995.0,MF,Peru,2.0,2.0,148.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,52.0,763.0,206.0,17.0,17.0,19.0,24.0,4.0,9.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,66.0,4.0,20.0,39.0,7.0,0.0,66.0,0.0,0.0,0.0,26.0,91.0,52.0,0.0,0.0,0.0,1.0,1.0,36.0,0.0,4.0,1.0,4.0,0.0,0.0,2.0,7.0,5.0,3.0,2.0,1.0,2.0,4.0,0.0
Ricardo Pereira,24.0,1993.0,DF,Portugal,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,60.0,712.0,302.0,34.0,35.0,12.0,15.0,4.0,6.0,0.0,1.0,4.0,3.0,1.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,3.0,69.0,2.0,8.0,28.0,33.0,2.0,69.0,1.0,0.0,1.0,36.0,237.0,133.0,5.0,1.0,0.0,1.0,0.0,51.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0
Ricardo Quaresma,34.0,1983.0,MF,Portugal,3.0,1.0,116.0,1.0,5.0,2.0,17.4,0.0,0.0,0.0,43.0,66.0,667.0,170.0,27.0,35.0,9.0,11.0,5.0,15.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,21.0,0.0,0.0,0.0,7.0,0.0,0.0,89.0,0.0,4.0,23.0,63.0,7.0,89.0,10.0,5.0,5.0,58.0,352.0,165.0,6.0,3.0,3.0,5.0,4.0,62.0,29.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
Ricardo Rodríguez,25.0,1992.0,DF,Switzerland,4.0,4.0,360.0,0.0,7.0,2.0,28.8,2.0,0.0,0.0,169.0,223.0,2949.0,1039.0,86.0,93.0,65.0,80.0,17.0,39.0,0.0,7.0,14.0,7.0,5.0,20.0,0.0,0.0,0.0,5.0,3.0,0.0,38.0,0.0,0.0,0.0,15.0,3.0,4.0,256.0,12.0,55.0,97.0,105.0,6.0,256.0,8.0,7.0,1.0,159.0,816.0,417.0,12.0,6.0,2.0,2.0,2.0,161.0,37.0,8.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,3.0,8.0,0.0
Ricardo Ávila,21.0,1997.0,MF,Panama,2.0,1.0,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,43.0,725.0,174.0,14.0,15.0,15.0,18.0,6.0,10.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,10.0,1.0,2.0,52.0,1.0,5.0,32.0,17.0,0.0,52.0,5.0,4.0,1.0,27.0,142.0,81.0,2.0,3.0,0.0,2.0,4.0,35.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
Robbie Kruse,29.0,1988.0,MF,Australia,3.0,3.0,207.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,58.0,557.0,103.0,28.0,34.0,10.0,13.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,8.0,2.0,3.0,0.0,0.0,0.0,8.0,1.0,3.0,76.0,1.0,12.0,22.0,42.0,7.0,76.0,3.0,1.0,2.0,50.0,205.0,94.0,4.0,1.0,0.0,3.0,3.0,54.0,16.0,5.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0
Robert Lewandowski,29.0,1988.0,FW,Poland,3.0,3.0,270.0,0.0,9.0,3.0,17.1,1.0,0.0,0.0,59.0,73.0,674.0,76.0,36.0,39.0,13.0,20.0,1.0,2.0,0.0,2.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,9.0,14.0,114.0,2.0,3.0,48.0,64.0,9.0,114.0,8.0,3.0,5.0,66.0,333.0,119.0,4.0,4.0,0.0,14.0,5.0,91.0,20.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
Roberto Firmino,26.0,1991.0,FW,Brazil,4.0,0.0,85.0,1.0,7.0,2.0,8.6,0.0,0.0,0.0,32.0,43.0,355.0,86.0,23.0,28.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,70.0,1.0,11.0,18.0,42.0,14.0,70.0,2.0,1.0,1.0,48.0,231.0,81.0,5.0,1.0,2.0,3.0,3.0,47.0,13.0,6.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Rodney Wallace,29.0,1988.0,MF,Costa,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,30.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo,27.0,1991.0,FW,Spain,3.0,0.0,26.0,0.0,4.0,2.0,15.9,0.0,0.0,0.0,5.0,8.0,48.0,9.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,16.0,0.0,1.0,2.0,13.0,3.0,16.0,2.0,1.0,1.0,12.0,57.0,39.0,1.0,0.0,1.0,1.0,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Bentancur,20.0,1997.0,MF,Uruguay,5.0,5.0,362.0,0.0,3.0,1.0,15.9,0.0,0.0,0.0,198.0,229.0,3279.0,792.0,96.0,107.0,83.0,92.0,15.0,20.0,1.0,2.0,24.0,5.0,0.0,23.0,2.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,5.0,269.0,2.0,28.0,200.0,42.0,4.0,269.0,7.0,6.0,1.0,182.0,1127.0,634.0,12.0,2.0,1.0,8.0,7.0,207.0,9.0,9.0,6.0,3.0,5.0,1.0,6.0,13.0,7.0,5.0,1.0,4.0,7.0,3.0,0.0
Romain Saïss,28.0,1990.0,DF,Morocco,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,92.0,1674.0,614.0,26.0,30.0,39.0,41.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,4.0,117.0,17.0,51.0,65.0,4.0,2.0,117.0,0.0,0.0,0.0,59.0,473.0,317.0,8.0,1.0,0.0,0.0,0.0,69.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,4.0,2.0,10.0,0.0
Roman Zobnin,24.0,1994.0,MF,Russia,5.0,5.0,510.0,0.0,7.0,2.0,22.3,0.0,0.0,0.0,133.0,188.0,2099.0,627.0,77.0,95.0,37.0,58.0,14.0,22.0,1.0,4.0,9.0,2.0,0.0,19.0,1.0,0.0,0.0,8.0,9.0,0.0,4.0,0.0,1.0,0.0,36.0,8.0,3.0,257.0,8.0,64.0,147.0,55.0,6.0,257.0,8.0,6.0,2.0,152.0,914.0,391.0,13.0,11.0,3.0,6.0,6.0,140.0,8.0,14.0,8.0,3.0,10.0,1.0,5.0,19.0,14.0,10.0,4.0,6.0,20.0,4.0,0.0
Romelu Lukaku,25.0,1993.0,FW,Belgium,6.0,6.0,473.0,4.0,13.0,5.0,11.4,0.0,0.0,0.0,74.0,100.0,978.0,161.0,43.0,55.0,13.0,22.0,7.0,8.0,1.0,4.0,4.0,3.0,1.0,7.0,0.0,0.0,0.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,12.0,10.0,138.0,1.0,5.0,61.0,74.0,27.0,138.0,8.0,6.0,2.0,99.0,520.0,222.0,10.0,3.0,7.0,15.0,9.0,118.0,34.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Román Torres,32.0,1986.0,DF,Panama,3.0,3.0,235.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,57.0,69.0,1237.0,527.0,18.0,19.0,28.0,33.0,10.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,102.0,23.0,64.0,33.0,5.0,4.0,102.0,1.0,1.0,0.0,44.0,137.0,81.0,1.0,1.0,0.0,1.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,19.0,2.0
Roozbeh Cheshmi,24.0,1993.0,DF,IR,1.0,1.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,176.0,67.0,3.0,3.0,4.0,4.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,22.0,4.0,14.0,6.0,2.0,1.0,22.0,0.0,0.0,0.0,11.0,34.0,15.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
Ruben Loftus-Cheek,22.0,1996.0,MF,England,4.0,3.0,274.0,0.0,3.0,1.0,15.9,0.0,0.0,0.0,105.0,130.0,1202.0,127.0,71.0,81.0,22.0,29.0,3.0,5.0,1.0,4.0,2.0,1.0,0.0,9.0,1.0,0.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,17.0,6.0,3.0,153.0,0.0,5.0,78.0,74.0,15.0,153.0,15.0,12.0,3.0,133.0,871.0,530.0,20.0,12.0,10.0,5.0,8.0,134.0,32.0,4.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0
Rúrik Gíslason,30.0,1988.0,MF,Iceland,2.0,1.0,118.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,31.0,339.0,86.0,17.0,20.0,5.0,7.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,48.0,2.0,6.0,17.0,26.0,0.0,48.0,2.0,0.0,2.0,35.0,273.0,80.0,2.0,4.0,0.0,3.0,1.0,36.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0
Saber Khalifa,31.0,1986.0,FW,Tunisia,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sadio Mané,26.0,1992.0,MF,Senegal,3.0,3.0,270.0,1.0,3.0,1.0,15.4,1.0,0.0,0.0,76.0,100.0,1374.0,262.0,33.0,40.0,33.0,42.0,9.0,11.0,0.0,6.0,5.0,5.0,1.0,9.0,0.0,0.0,0.0,7.0,6.0,4.0,2.0,0.0,0.0,0.0,10.0,2.0,5.0,142.0,1.0,13.0,65.0,66.0,8.0,142.0,15.0,5.0,10.0,82.0,677.0,270.0,11.0,9.0,3.0,11.0,7.0,100.0,19.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,5.0,4.0,1.0,0.0
Saeid Ezatolahi,21.0,1996.0,MF,IR,2.0,2.0,164.0,0.0,1.0,1.0,11.2,0.0,0.0,0.0,31.0,43.0,787.0,261.0,10.0,12.0,7.0,10.0,12.0,17.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,3.0,73.0,15.0,30.0,40.0,4.0,1.0,73.0,3.0,3.0,0.0,27.0,135.0,35.0,1.0,0.0,0.0,0.0,1.0,30.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,7.0,6.0,7.0,3.0,4.0,6.0,9.0,1.0
Salem Al-Dawsari,26.0,1991.0,MF,Saudi,3.0,3.0,270.0,1.0,7.0,2.0,24.0,0.0,0.0,0.0,156.0,175.0,2545.0,532.0,88.0,96.0,41.0,47.0,19.0,19.0,0.0,5.0,15.0,2.0,0.0,19.0,0.0,0.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,31.0,1.0,4.0,215.0,0.0,28.0,122.0,75.0,6.0,215.0,21.0,12.0,9.0,174.0,1315.0,616.0,17.0,18.0,2.0,8.0,7.0,177.0,23.0,7.0,5.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0
Salif Sané,27.0,1990.0,DF,Senegal,3.0,3.0,270.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,92.0,124.0,2066.0,768.0,24.0,31.0,48.0,60.0,18.0,30.0,0.0,0.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,1.0,163.0,17.0,98.0,58.0,10.0,4.0,163.0,1.0,1.0,0.0,75.0,427.0,237.0,3.0,1.0,0.0,5.0,0.0,86.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,17.0,0.0
Salman Al-Faraj,28.0,1989.0,MF,Saudi,3.0,3.0,270.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,238.0,280.0,4136.0,1128.0,116.0,125.0,80.0,92.0,32.0,45.0,0.0,11.0,23.0,6.0,1.0,35.0,0.0,0.0,0.0,3.0,3.0,1.0,17.0,0.0,0.0,0.0,26.0,2.0,0.0,312.0,8.0,30.0,202.0,82.0,5.0,311.0,9.0,4.0,5.0,208.0,1131.0,612.0,10.0,10.0,1.0,4.0,3.0,239.0,17.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,6.0,0.0
Sam Morsy,26.0,1991.0,MF,Egypt,1.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,395.0,81.0,11.0,11.0,9.0,9.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,31.0,1.0,11.0,15.0,6.0,0.0,31.0,1.0,0.0,1.0,8.0,75.0,49.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
Saman Ghoddos,24.0,1993.0,MF,IR,3.0,0.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,29.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,4.0,41.0,35.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Sami Khedira,31.0,1987.0,MF,Germany,2.0,2.0,116.0,0.0,3.0,1.0,19.9,0.0,0.0,0.0,87.0,105.0,1550.0,359.0,38.0,41.0,40.0,47.0,7.0,10.0,0.0,1.0,12.0,1.0,0.0,15.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,114.0,5.0,23.0,70.0,21.0,4.0,114.0,2.0,1.0,1.0,73.0,365.0,166.0,1.0,1.0,0.0,0.0,5.0,96.0,5.0,4.0,2.0,2.0,2.0,0.0,1.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0
Samuel Umtiti,24.0,1993.0,DF,France,6.0,6.0,540.0,1.0,2.0,1.0,19.6,0.0,0.0,0.0,187.0,210.0,3711.0,1631.0,76.0,80.0,71.0,74.0,35.0,45.0,0.0,1.0,7.0,1.0,0.0,14.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,23.0,9.0,4.0,263.0,38.0,133.0,127.0,3.0,2.0,263.0,2.0,2.0,0.0,147.0,686.0,491.0,3.0,1.0,1.0,2.0,1.0,152.0,0.0,4.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,4.0,2.0,2.0,5.0,35.0,1.0
